ID	chrom	loc.start	loc.end	num.mark	seg.mean
P-0000167-T01-IM3	11	532568	133495676	619	0.0285211095655261
P-0000167-T01-IM3	12	394490	21591847	235	-0.20026433526559
P-0000167-T01-IM3	12	22968378	50492932	207	0.0762382369548106
P-0000167-T01-IM3	12	52921300	69218358	85	0.448064321384148
P-0000167-T01-IM3	12	69218550	97487950	22	0.313796320095106
P-0000167-T01-IM3	12	102796254	133264050	173	-0.277543081171493
P-0000167-T01-IM3	13	21004700	112722387	439	-0.0551594148584715
P-0000167-T01-IM3	14	20085023	105906073	223	0.0687401049533115
P-0000167-T01-IM3	15	20488870	99861618	307	0.0590650435751068
P-0000167-T01-IM3	16	115043	397150	26	-0.22298714548585
P-0000167-T01-IM3	16	1032297	46403700	300	-0.0509933238323655
P-0000167-T01-IM3	16	52085593	89883050	155	-0.327900375043008
P-0000167-T01-IM3	17	114669	80783009	808	-0.236385523680308
P-0000167-T01-IM3	18	724400	74387300	186	-0.229588267833941
P-0000167-T01-IM3	19	1207057	58288100	753	-0.0594877781346989
P-0000167-T01-IM3	20	345864	62680265	316	0.0162413075997626
P-0000167-T01-IM3	21	10996028	45660750	175	0.0561492221780859
P-0000167-T01-IM3	22	16346391	49370834	251	0.00568004542447227
P-0000167-T01-IM3	23	451050	149924738	640	-0.0165242892582405
P-0000167-T02-IM3	1	2487950	2494816	17	0.272484267281675
P-0000167-T02-IM3	1	4849384	118156150	568	0.0548290891662921
P-0000167-T02-IM3	1	118161200	245977900	470	0.284597655697509
P-0000167-T02-IM3	2	4717089	242801150	904	0.0779150626396363
P-0000167-T02-IM3	3	1449800	164564600	754	0.0634475553994348
P-0000167-T02-IM3	3	169427154	190212800	149	-0.211749437805854
P-0000167-T02-IM3	3	194238450	197348826	12	0.267530294809658
P-0000167-T02-IM3	4	1402580	190262486	533	0.000384690194868531
P-0000167-T02-IM3	5	218487	180076500	735	0.109331458412021
P-0000167-T02-IM3	6	393050	170798821	646	0.101119190133495
P-0000167-T02-IM3	7	1672540	158450965	694	0.0499996535914178
P-0000167-T02-IM3	8	565300	145742950	235	0.119350694041664
P-0000167-T02-IM3	9	421900	139566889	571	0.00818392399412318
P-0000167-T02-IM3	10	1510172	134199150	337	0.0873236099216005
P-0000167-T02-IM3	11	532568	133495676	619	0.0572198143004657
P-0000167-T02-IM3	12	394490	18801018	233	-0.208546914884608
P-0000167-T02-IM3	12	20290667	66943300	280	0.290365724004737
P-0000167-T02-IM3	12	68307522	97487950	36	1.5903931784403
P-0000167-T02-IM3	12	102796254	133264050	173	-0.343816956307068
P-0000167-T02-IM3	13	21004700	112722387	439	0.0632987691773078
P-0000167-T02-IM3	14	20085023	105906073	223	0.10641342186278
P-0000167-T02-IM3	15	20488870	99861618	307	0.0504745196385757
P-0000167-T02-IM3	16	115043	396233	22	-0.199051419316874
P-0000167-T02-IM3	16	396550	33372700	302	-0.0341487945806484
P-0000167-T02-IM3	16	33373357	89883050	157	-0.308007159065435
P-0000167-T02-IM3	17	114669	80783009	808	-0.275795261902341
P-0000167-T02-IM3	18	724400	74387300	186	-0.241745729189378
P-0000167-T02-IM3	19	1207057	58288100	753	-0.0280879625142814
P-0000167-T02-IM3	20	345864	62680265	316	0.0113394662101584
P-0000167-T02-IM3	21	10996028	45660750	175	0.141363926234255
P-0000167-T02-IM3	22	16346391	49370834	251	-0.217834707161608
P-0000167-T02-IM3	23	451050	149924738	640	-0.180612768363018
P-0000175-T03-IM3	1	2488153	121484690	662	-0.0676137131921089
P-0000175-T03-IM3	1	145209366	243668632	362	0.829998032643044
P-0000175-T03-IM3	1	243675500	245977996	25	0.299869690595287
P-0000175-T03-IM3	2	4717200	99373720	427	-0.147820665028274
P-0000175-T03-IM3	2	99373800	125424612	88	1.02424409892323
P-0000175-T03-IM3	2	128015143	242800960	381	-0.0598405761025187
P-0000175-T03-IM3	3	1449979	197348600	910	-0.0731014929102715
P-0000175-T03-IM3	4	1402580	190262550	532	-0.163808120199731
P-0000175-T03-IM3	5	218487	56160551	196	0.886379130326935
P-0000175-T03-IM3	5	56160800	180076500	531	-0.0162379986382517
P-0000175-T03-IM3	6	393050	7517239	24	-0.586555460175602
P-0000175-T03-IM3	6	7517300	58778844	232	0.0499177644859287
P-0000175-T03-IM3	6	58779097	170798891	386	-0.512439913096824
P-0000175-T03-IM3	7	1672540	158450965	699	0.0651116896816764
P-0000175-T03-IM3	8	565232	145742879	235	0.264984504073404
P-0000175-T03-IM3	9	421950	139566900	570	-0.0586658641989427
P-0000175-T03-IM3	10	1510077	134199150	339	0.135437236409927
P-0000175-T03-IM3	11	532602	85963350	252	-0.131983445745596
P-0000175-T03-IM3	11	85966300	110097811	197	-0.626743024494602
P-0000175-T03-IM3	11	110644532	133495676	175	-0.0456725925930197
P-0000175-T03-IM3	12	394600	12022250	104	-0.204461071143325
P-0000175-T03-IM3	12	12022669	12037500	44	1.39615860091679
P-0000175-T03-IM3	12	12037596	133263825	577	-0.0411294483946347
P-0000175-T03-IM3	13	21004738	112722387	439	-0.163652424255805
P-0000175-T03-IM3	14	20085023	105259009	220	-0.0893639739435103
P-0000175-T03-IM3	15	20488870	99861700	306	-0.0529949543959165
P-0000175-T03-IM3	16	115072	89882950	480	-0.0850143165296879
P-0000175-T03-IM3	17	114669	80783009	803	-0.156018273153283
P-0000175-T03-IM3	18	724300	74387299	181	0.164975148807626
P-0000175-T03-IM3	19	1207081	58288169	753	0.243887507096112
P-0000175-T03-IM3	20	345800	62680265	319	0.0402726389448741
P-0000175-T03-IM3	21	10996100	45660800	178	0.220327190878614
P-0000175-T03-IM3	22	16346045	49370834	253	-0.0189257974316916
P-0000175-T03-IM3	23	451150	149924738	644	-0.829727084453335
P-0000183-T01-IM3	1	2487950	30535060	311	-0.407902492231629
P-0000183-T01-IM3	1	30794960	120506400	391	0.0664905512595253
P-0000183-T01-IM3	1	120508067	148873600	21	0.177000232422457
P-0000183-T01-IM3	1	150547180	150552700	12	0.80900067320407
P-0000183-T01-IM3	1	152330869	243801100	394	0.26419624975745
P-0000183-T01-IM3	1	243809035	245978100	10	-0.0149975505422227
P-0000183-T01-IM3	2	4562400	242982300	1015	-0.0117469859483505
P-0000183-T01-IM3	3	1449872	98267350	534	0.0238348866299367
P-0000183-T01-IM3	3	100630000	197348750	462	0.230667345527359
P-0000183-T01-IM3	4	1402650	190262598	583	-0.029077817948618
P-0000183-T01-IM3	5	218461	101265926	393	0.0752418703848434
P-0000183-T01-IM3	5	111983000	176563000	292	0.267095163237715
P-0000183-T01-IM3	5	176618900	180076460	113	0.0632939628887471
P-0000183-T01-IM3	6	393272	170799000	710	0.0429301174666093
P-0000183-T01-IM3	7	1672601	158451100	776	-0.0455284746421553
P-0000183-T01-IM3	8	565200	145742879	273	0.0786846853946881
P-0000183-T01-IM3	9	421980	139566928	617	-0.0343343931686152
P-0000183-T01-IM3	10	1510047	89624281	237	0.130896608988951
P-0000183-T01-IM3	10	89624413	122302357	84	-0.253717019158146
P-0000183-T01-IM3	10	123238968	134199150	59	0.267262597278707
P-0000183-T01-IM3	11	532701	64577517	169	-0.0945431825834342
P-0000183-T01-IM3	11	66677336	69633450	64	1.86128571302264
P-0000183-T01-IM3	11	71952278	76059350	10	-0.365998954827114
P-0000183-T01-IM3	11	77034052	77103536	31	2.28749021008452
P-0000183-T01-IM3	11	81185331	133495735	412	-0.368418899159053
P-0000183-T01-IM3	12	394550	1041996	81	-0.0902179700085969
P-0000183-T01-IM3	12	1042300	115121100	599	0.0531473003623424
P-0000183-T01-IM3	12	117839000	133264050	112	-0.190564588642772
P-0000183-T01-IM3	13	21004738	112722400	492	-0.102289754299787
P-0000183-T01-IM3	14	20084484	105906000	250	0.0690572481461043
P-0000183-T01-IM3	15	20488800	101094337	342	-0.014602025915181
P-0000183-T01-IM3	16	115072	33371658	336	-0.1212694225676
P-0000183-T01-IM3	16	33372750	89883007	171	-0.51109323170924
P-0000183-T01-IM3	17	114500	80783009	848	-0.0970909986999139
P-0000183-T01-IM3	18	724360	74387299	212	0.00194091967314859
P-0000183-T01-IM3	19	1207008	58288250	788	-0.172842185812762
P-0000183-T01-IM3	20	345800	62680600	352	-0.0336104113790603
P-0000183-T01-IM3	21	10996025	45660835	200	0.0279811464305368
P-0000183-T01-IM3	22	16346045	49370754	276	-0.116076235825277
P-0000183-T01-IM3	23	451200	149924800	686	-0.0784070813363418
P-0000187-T01-IM3	1	2488153	120429450	629	-0.0730698047146803
P-0000187-T01-IM3	1	120457850	120529611	67	0.21286132932255
P-0000187-T01-IM3	1	120529750	209632430	292	0.451350667147103
P-0000187-T01-IM3	1	209632750	245977985	122	0.323819289127419
P-0000187-T01-IM3	2	4717094	47905500	259	-0.257237590913874
P-0000187-T01-IM3	2	48010355	113993100	295	0.0918150784271142
P-0000187-T01-IM3	2	119592977	173914900	79	-0.505445927642471
P-0000187-T01-IM3	2	178095567	242982300	340	-0.0942598045717625
P-0000187-T01-IM3	3	1449872	128205809	587	-0.0785952454011472
P-0000187-T01-IM3	3	134069661	197348819	386	0.372256037450941
P-0000187-T01-IM3	4	1402550	41750750	63	-0.476079971599532
P-0000187-T01-IM3	4	41752900	94653850	251	0.1834123859187
P-0000187-T01-IM3	4	105135454	145226150	112	-0.164839502671319
P-0000187-T01-IM3	4	153244155	190262600	141	-0.552022630006837
P-0000187-T01-IM3	5	218400	44273526	207	0.0211246690689967
P-0000187-T01-IM3	5	44273800	112175100	221	-0.369689447504772
P-0000187-T01-IM3	5	112175363	176516828	211	-0.0643161347509145
P-0000187-T01-IM3	5	176517304	180076460	139	0.104389001821081
P-0000187-T01-IM3	6	393175	12518700	31	-0.214471593278371
P-0000187-T01-IM3	6	12518800	139292800	502	0.0327961286465149
P-0000187-T01-IM3	6	147728354	170798821	149	-0.197455434875425
P-0000187-T01-IM3	7	1672540	140549950	569	0.00210325742250034
P-0000187-T01-IM3	7	140550050	158451100	179	0.756991196409038
P-0000187-T01-IM3	8	565232	65193200	134	0.0353068208763347
P-0000187-T01-IM3	8	66183866	125874959	77	0.349202364234913
P-0000187-T01-IM3	8	128343948	128755300	15	0.796377612752196
P-0000187-T01-IM3	8	131098162	145742879	37	0.246407627819532
P-0000187-T01-IM3	9	421950	33676500	193	1.15479050545578
P-0000187-T01-IM3	9	35208100	37033891	23	-0.27721721410649
P-0000187-T01-IM3	9	37034100	126974886	222	0.0805914469154364
P-0000187-T01-IM3	9	129469539	139566889	160	-0.0727443565229174
P-0000187-T01-IM3	10	1510172	63851900	156	0.318631827167866
P-0000187-T01-IM3	10	63852248	134199200	208	-0.18160618446007
P-0000187-T01-IM3	11	532650	133495663	662	-0.140599145089615
P-0000187-T01-IM3	12	394450	49449000	440	0.271940387522945
P-0000187-T01-IM3	12	50412905	133264050	319	-0.0985944312286853
P-0000187-T01-IM3	13	21004623	21557730	11	-0.351145379836273
P-0000187-T01-IM3	13	21557951	43604000	243	-0.186850250521236
P-0000187-T01-IM3	13	46408073	112722400	221	-0.38061823405663
P-0000187-T01-IM3	14	20084484	33107172	17	0.417742290296899
P-0000187-T01-IM3	14	36557879	105906000	224	-0.198172502837737
P-0000187-T01-IM3	15	20488800	41023500	57	-0.180654123414619
P-0000187-T01-IM3	15	45003778	45010200	10	0.767186324250213
P-0000187-T01-IM3	15	45468626	98674786	209	0.0518110532724081
P-0000187-T01-IM3	15	98675000	101094322	52	-0.323140285312784
P-0000187-T01-IM3	16	115000	89883078	495	-0.123640687338028
P-0000187-T01-IM3	17	114669	41276200	569	-0.112303276702624
P-0000187-T01-IM3	17	41320098	80783009	262	0.388444075216396
P-0000187-T01-IM3	18	724385	74387299	206	-0.00975979468993027
P-0000187-T01-IM3	19	1207020	2164150	18	0.0978620056441194
P-0000187-T01-IM3	19	2164400	19261700	545	-0.149523030588413
P-0000187-T01-IM3	19	28780462	58288067	206	0.0944562715060755
P-0000187-T01-IM3	20	345864	62680300	336	-0.136074715704023
P-0000187-T01-IM3	21	10996088	45660835	195	-0.0784632877791563
P-0000187-T01-IM3	22	16346071	49370864	262	-0.114343681035518
P-0000187-T01-IM3	23	451000	149924831	667	-0.243825603048178
P-0000188-T01-IM3	1	2487950	245977996	1128	0.13884801297117
P-0000188-T01-IM3	2	4562400	108623441	461	-0.142125837198245
P-0000188-T01-IM3	2	110053248	125301600	108	0.349645246612706
P-0000188-T01-IM3	2	125424612	242982358	425	-0.0791907622591957
P-0000188-T01-IM3	3	1449872	12955982	50	0.38687335066529
P-0000188-T01-IM3	3	16403766	94429300	475	-0.344558624132025
P-0000188-T01-IM3	3	95454468	197354704	463	0.12682390413018
P-0000188-T01-IM3	4	1402580	190262600	575	-0.441645879785493
P-0000188-T01-IM3	5	218400	44273800	207	0.276748519013201
P-0000188-T01-IM3	5	52665168	180076550	578	-0.358429593831184
P-0000188-T01-IM3	6	393200	170798983	699	0.239669654743925
P-0000188-T01-IM3	7	1672540	158451100	766	0.0866912655224355
P-0000188-T01-IM3	8	565300	5498300	10	-0.00636170702540144
P-0000188-T01-IM3	8	5498520	24533300	44	-0.62298482315036
P-0000188-T01-IM3	8	29496762	145742879	220	0.308788090042133
P-0000188-T01-IM3	9	421860	37034100	219	0.0863438955712671
P-0000188-T01-IM3	9	75047200	139566800	392	-0.371554433201341
P-0000188-T01-IM3	10	1509950	63852700	165	0.0539307666611003
P-0000188-T01-IM3	10	68050600	134199200	210	-0.379539805983192
P-0000188-T01-IM3	11	532500	108099888	368	-0.0335791529254617
P-0000188-T01-IM3	11	108100120	133495735	302	-0.337510523513937
P-0000188-T01-IM3	12	394490	498285	60	-0.956761533928286
P-0000188-T01-IM3	12	1022544	17903428	125	2.04185860058427
P-0000188-T01-IM3	12	17903475	38600309	103	0.963586058598814
P-0000188-T01-IM3	12	38600755	133264050	492	-0.0337093765836538
P-0000188-T01-IM3	13	21004659	29041551	154	-0.223751219394569
P-0000188-T01-IM3	13	29041826	112722350	327	0.149361714598324
P-0000188-T01-IM3	14	20085023	105906100	247	-0.392732399546904
P-0000188-T01-IM3	15	20488741	101094335	333	-0.392484715923206
P-0000188-T01-IM3	16	115043	33372673	334	0.242753673397998
P-0000188-T01-IM3	16	33373100	68867410	72	-0.279682816236119
P-0000188-T01-IM3	16	78785563	89883003	94	0.494049578597714
P-0000188-T01-IM3	17	114669	72939592	764	-0.394047574199811
P-0000188-T01-IM3	17	73774631	80783009	78	0.561130810696258
P-0000188-T01-IM3	18	724250	14157373	49	0.209052962224764
P-0000188-T01-IM3	18	19020856	74387307	161	-0.356677689073644
P-0000188-T01-IM3	19	1206950	13519452	389	-0.423125575885501
P-0000188-T01-IM3	19	15271469	58288250	386	0.103383801112333
P-0000188-T01-IM3	20	345864	62680600	343	0.480143365754486
P-0000188-T01-IM3	21	10996028	45660835	197	0.0361442941967022
P-0000188-T01-IM3	22	16346070	49370900	270	-0.320588389221589
P-0000188-T01-IM3	23	451050	149924650	672	-0.973319024079864
P-0000191-T01-IM3	1	2487950	113245266	604	-0.280866345292468
P-0000191-T01-IM3	1	115247349	117273616	13	1.88816801433212
P-0000191-T01-IM3	1	117273650	170835900	242	0.261008830057457
P-0000191-T01-IM3	1	171308530	206944400	166	0.900056495238944
P-0000191-T01-IM3	1	206944845	245978100	133	0.259691817312942
P-0000191-T01-IM3	2	4562300	67047550	377	-0.174176255224564
P-0000191-T01-IM3	2	67047700	213403353	537	0.0803886467778453
P-0000191-T01-IM3	2	215593469	242982358	115	-0.517647900441806
P-0000191-T01-IM3	3	1449872	17744300	57	0.712403442508746
P-0000191-T01-IM3	3	22111886	190212706	940	0.0138358666689161
P-0000191-T01-IM3	3	190212800	197348826	17	0.733250896130992
P-0000191-T01-IM3	4	1402650	134636100	386	-0.0218782865272508
P-0000191-T01-IM3	4	136777688	173704350	98	0.308696217643618
P-0000191-T01-IM3	4	175047639	190262650	106	0.110505497748992
P-0000191-T01-IM3	5	218487	1295400	63	0.144886565725879
P-0000191-T01-IM3	5	1572318	67592207	258	0.312083883648875
P-0000191-T01-IM3	5	67593047	180076500	486	0.057712613502947
P-0000191-T01-IM3	6	393088	17627655	37	-0.576349555443729
P-0000191-T01-IM3	6	19729003	58778664	256	0.12796644735909
P-0000191-T01-IM3	6	65096800	129480262	221	-0.551958511737873
P-0000191-T01-IM3	6	134758313	170799000	215	0.121603372711632
P-0000191-T01-IM3	7	1672540	50468334	185	0.314386537280873
P-0000191-T01-IM3	7	50739455	148506650	431	-0.0826042711979666
P-0000191-T01-IM3	7	148507500	158451100	177	0.207833520783844
P-0000191-T01-IM3	8	565219	38858550	109	-0.0876162125408679
P-0000191-T01-IM3	8	43092903	145742879	171	0.466108951537404
P-0000191-T01-IM3	9	421980	8733750	150	0.379620540867494
P-0000191-T01-IM3	9	8733994	133761001	347	-0.0830102758001884
P-0000191-T01-IM3	9	133761153	139566928	132	-0.677024616596303
P-0000191-T01-IM3	10	1510047	38372750	57	0.597264325419802
P-0000191-T01-IM3	10	38379011	49977800	67	-0.125777884055378
P-0000191-T01-IM3	10	49977900	134199100	272	-0.617385029784421
P-0000191-T01-IM3	11	532602	56503900	114	-0.101958829351023
P-0000191-T01-IM3	11	61197664	67202700	77	-0.647320372836009
P-0000191-T01-IM3	11	68132438	77103499	87	1.54004762634102
P-0000191-T01-IM3	11	81185331	88359710	36	0.171840053493002
P-0000191-T01-IM3	11	94153288	94226062	39	0.676269989978981
P-0000191-T01-IM3	11	99322304	133495631	346	-0.598825900302232
P-0000191-T01-IM3	12	394648	58145435	553	0.0168660178264924
P-0000191-T01-IM3	12	58145600	133264050	245	-0.168346510214981
P-0000191-T01-IM3	13	21004834	112722387	495	-0.63053079404857
P-0000191-T01-IM3	14	20084484	105906024	254	0.00989719643891354
P-0000191-T01-IM3	15	20488900	101094335	350	-0.0321719385367026
P-0000191-T01-IM3	16	115072	52085700	352	0.268335401785851
P-0000191-T01-IM3	16	55329601	89883000	165	-0.180749177823924
P-0000191-T01-IM3	17	114724	8693750	74	-0.013595953664456
P-0000191-T01-IM3	17	10379676	29546250	198	-0.602565554772074
P-0000191-T01-IM3	17	29548790	29592500	43	-1.54131461669957
P-0000191-T01-IM3	17	29652931	38567008	215	-0.63786315182648
P-0000191-T01-IM3	17	41197659	80782900	332	0.097695533236574
P-0000191-T01-IM3	18	724300	14157373	51	-0.67283262003035
P-0000191-T01-IM3	18	18516158	74387326	171	-0.122535852243885
P-0000191-T01-IM3	19	1206950	47735700	742	-0.23652150097507
P-0000191-T01-IM3	19	47735875	58288250	42	1.11593898398806
P-0000191-T01-IM3	20	345864	33369800	153	0.236451313154409
P-0000191-T01-IM3	20	35478000	62680612	200	0.579219148019347
P-0000191-T01-IM3	21	10995950	45660650	203	0.290894292190634
P-0000191-T01-IM3	22	16346100	49370864	280	-0.240438180775861
P-0000191-T01-IM3	23	451100	149924650	699	-0.648598876251822
P-0000195-T01-IM3	1	2487950	14192817	174	-0.31244488656677
P-0000195-T01-IM3	1	15295900	59250848	320	0.121369387236215
P-0000195-T01-IM3	1	59564200	120429512	171	-0.52002975569891
P-0000195-T01-IM3	1	120457800	245978149	518	-0.0290664455411908
P-0000195-T01-IM3	2	4562400	99204187	480	-0.16517501383456
P-0000195-T01-IM3	2	99373700	227660719	541	0.12906568194749
P-0000195-T01-IM3	2	227661003	242982358	30	-0.249425101235283
P-0000195-T01-IM3	3	1449872	100631031	550	-0.497257401763281
P-0000195-T01-IM3	3	104282582	197348800	477	0.0572593773116981
P-0000195-T01-IM3	4	1402580	190262550	597	-0.0490931794976495
P-0000195-T01-IM3	5	218487	8453750	84	-0.417550911300832
P-0000195-T01-IM3	5	14009000	131951700	429	0.230289348311036
P-0000195-T01-IM3	5	131951962	180076550	306	-0.31577471049956
P-0000195-T01-IM3	6	393100	25795650	62	-0.65144982643561
P-0000195-T01-IM3	6	26021021	27839950	58	0.994249149107074
P-0000195-T01-IM3	6	29230520	170799000	635	-0.417474992846343
P-0000195-T01-IM3	7	1672540	6029748	69	-0.374240054921111
P-0000195-T01-IM3	7	6031643	152027648	719	0.087397459410936
P-0000195-T01-IM3	7	152027975	158451137	16	-0.53342537101816
P-0000195-T01-IM3	8	565232	38858277	113	-0.445763127598551
P-0000195-T01-IM3	8	38858550	145742950	183	0.535003137700567
P-0000195-T01-IM3	9	421980	139566889	636	-0.114450272163824
P-0000195-T01-IM3	10	1509950	134199150	410	-0.0764283280993044
P-0000195-T01-IM3	11	532701	133495700	712	-0.0393152005932395
P-0000195-T01-IM3	12	394588	11664300	105	-0.088304931483132
P-0000195-T01-IM3	12	11803115	13761600	84	0.769617224603643
P-0000195-T01-IM3	12	16394848	56473890	314	0.016166234785324
P-0000195-T01-IM3	12	56474162	58145600	58	0.643176118457062
P-0000195-T01-IM3	12	58814968	97487900	59	0.0462531185218301
P-0000195-T01-IM3	12	102796285	133264050	193	-0.865187948026982
P-0000195-T01-IM3	13	21004618	112722400	502	-0.515827863853154
P-0000195-T01-IM3	14	20084500	105905950	264	-0.497071603816989
P-0000195-T01-IM3	15	20488874	101094335	364	-0.0320801594109612
P-0000195-T01-IM3	16	114937	354203	18	-0.771637748106164
P-0000195-T01-IM3	16	354436	33371658	343	-0.286163502322224
P-0000195-T01-IM3	16	33371944	89882950	178	-0.722154241577228
P-0000195-T01-IM3	17	114669	80783150	888	-0.651970335446722
P-0000195-T01-IM3	18	724250	74387326	225	0.157217001457273
P-0000195-T01-IM3	19	1206800	5258250	179	-0.555792376495325
P-0000195-T01-IM3	19	5260800	13519400	228	0.0805729458433175
P-0000195-T01-IM3	19	15271400	15383794	102	3.0238626042326
P-0000195-T01-IM3	19	15890388	58288250	302	-0.39043786005394
P-0000195-T01-IM3	20	345864	62680587	361	-0.130235367334831
P-0000195-T01-IM3	21	10995950	45660700	206	0.0688395179474322
P-0000195-T01-IM3	22	16346072	49370962	288	-0.727412252595457
P-0000195-T01-IM3	23	451050	149924738	700	-0.709790155864121
P-0000196-T01-IM3	1	2487900	245978141	1180	0.0432164090304213
P-0000196-T01-IM3	2	4562300	125424719	611	0.21250480301722
P-0000196-T01-IM3	2	128015066	242982358	447	-0.0114610595434848
P-0000196-T01-IM3	3	1449872	95454468	543	-0.232242172039372
P-0000196-T01-IM3	3	98267289	142297600	270	-0.0422096760864753
P-0000196-T01-IM3	3	149657372	197349049	225	0.322134531147386
P-0000196-T01-IM3	4	1402650	65604750	246	-0.0506463169806287
P-0000196-T01-IM3	4	65763550	190262650	353	-0.281020587023569
P-0000196-T01-IM3	5	218487	256636	28	-0.196323018022251
P-0000196-T01-IM3	5	1253744	4089150	52	0.660996495706572
P-0000196-T01-IM3	5	4577842	180076500	740	0.0963535493550622
P-0000196-T01-IM3	6	393050	37138904	254	-0.217759346027995
P-0000196-T01-IM3	6	37139179	170799000	499	0.115134358377742
P-0000196-T01-IM3	7	1672540	158451137	808	0.199057133152353
P-0000196-T01-IM3	8	565232	43096920	117	-0.301486144996113
P-0000196-T01-IM3	8	53901286	145742879	178	0.13634704638793
P-0000196-T01-IM3	9	421980	122204950	469	0.0107373766329862
P-0000196-T01-IM3	9	125767540	139566850	170	0.343922327355414
P-0000196-T01-IM3	10	1509981	68050533	180	0.0457348507126167
P-0000196-T01-IM3	10	68050684	134199109	228	-0.267546273177728
P-0000196-T01-IM3	11	532700	133495663	714	-0.239937181896674
P-0000196-T01-IM3	12	394450	38601100	300	-0.22364835390416
P-0000196-T01-IM3	12	40763973	97487900	319	-0.0725126581254479
P-0000196-T01-IM3	12	102796300	102869700	10	-0.295470722779636
P-0000196-T01-IM3	12	102872155	133264050	185	0.236020547410425
P-0000196-T01-IM3	13	21004816	112722400	504	0.0569748591336561
P-0000196-T01-IM3	14	20084500	46731064	56	0.209784026374478
P-0000196-T01-IM3	14	48351490	87813100	116	-0.157313683779422
P-0000196-T01-IM3	14	95556900	105906073	87	0.214421433221181
P-0000196-T01-IM3	15	20488870	78164840	179	0.272177622061108
P-0000196-T01-IM3	15	87255579	101094335	183	-0.139850503880769
P-0000196-T01-IM3	16	115041	10274250	263	0.3089811473801
P-0000196-T01-IM3	16	11345800	11352884	12	0.980502564409102
P-0000196-T01-IM3	16	14013930	78785563	158	0.253115607975931
P-0000196-T01-IM3	16	78785694	89883100	99	-0.016851280940591
P-0000196-T01-IM3	17	114700	80783150	878	-0.234216417080761
P-0000196-T01-IM3	18	724330	74387299	226	0.0667595106709085
P-0000196-T01-IM3	19	1206950	58288300	812	0.0274570336734547
P-0000196-T01-IM3	20	345750	31393889	152	0.200190596538181
P-0000196-T01-IM3	20	31394173	41514690	136	0.0111186043313916
P-0000196-T01-IM3	20	41759541	62680600	71	0.29703456880815
P-0000196-T01-IM3	21	10996001	45660835	208	-0.03667856831103
P-0000196-T01-IM3	22	16346391	49370962	289	-0.168722313998671
P-0000196-T01-IM3	23	451150	25648250	48	0.48571291538835
P-0000196-T01-IM3	23	26693478	39945750	47	-0.0645390410006391
P-0000196-T01-IM3	23	41031150	86830863	425	-0.362393262406303
P-0000196-T01-IM3	23	86831021	149924813	182	0.24013671154676
P-0000201-T01-IM3	1	2487950	121484690	720	-0.0133950361781
P-0000201-T01-IM3	1	145273345	245977881	423	1.00320010827995
P-0000201-T01-IM3	2	4562350	242982300	1009	-0.0172620672047307
P-0000201-T01-IM3	3	1449872	197348819	999	-0.0132971332578637
P-0000201-T01-IM3	4	1402650	190262600	584	0.00046063824006172
P-0000201-T01-IM3	5	218487	1574179	66	-0.0477792184153113
P-0000201-T01-IM3	5	1576134	127196100	396	0.0915098646593537
P-0000201-T01-IM3	5	127196200	133908250	49	-0.617109958392744
P-0000201-T01-IM3	5	134389630	180076500	282	-0.122086886017077
P-0000201-T01-IM3	6	393050	65096797	293	-0.0548637189831471
P-0000201-T01-IM3	6	65096956	170798750	423	-0.629565526964577
P-0000201-T01-IM3	7	1672540	57669857	257	0.373033433653617
P-0000201-T01-IM3	7	61968946	158451100	508	-0.00209080826468469
P-0000201-T01-IM3	8	565219	24533300	53	-0.622404461992714
P-0000201-T01-IM3	8	29496762	38858550	53	1.42312378866203
P-0000201-T01-IM3	8	43092954	145742879	167	0.471376312836361
P-0000201-T01-IM3	9	421950	139566823	620	-0.0319201000321745
P-0000201-T01-IM3	10	1509950	134199200	381	-0.106705303731975
P-0000201-T01-IM3	11	532600	133495735	680	-0.0405835014233651
P-0000201-T01-IM3	12	394700	133264050	788	-0.0239187672130266
P-0000201-T01-IM3	13	21004738	112722350	491	-0.0202416070287367
P-0000201-T01-IM3	14	20084444	105906073	250	0.0551716667265013
P-0000201-T01-IM3	15	20488874	101094352	336	-0.0614110601217733
P-0000201-T01-IM3	16	115072	33373382	338	0.330087343991384
P-0000201-T01-IM3	16	46403695	89882950	166	-0.186219527282906
P-0000201-T01-IM3	17	114669	21490164	221	-0.706424477874909
P-0000201-T01-IM3	17	21536212	80782938	621	-0.0386981187530826
P-0000201-T01-IM3	18	724300	74387299	214	-0.588072969011562
P-0000201-T01-IM3	19	1207000	58288300	778	-0.175523648071296
P-0000201-T01-IM3	20	345864	62680587	345	-0.0131101174884317
P-0000201-T01-IM3	21	10996025	45660700	200	-0.599331136189127
P-0000201-T01-IM3	22	16346071	49370754	272	-0.0644542766441257
P-0000201-T01-IM3	23	451000	62974472	277	-0.0652959647852659
P-0000201-T01-IM3	23	63404950	149924738	409	-0.72115902490567
P-0000204-T01-IM3	1	2487950	17349300	239	-0.16065338787457
P-0000204-T01-IM3	1	17350529	245978100	886	0.0902713313554764
P-0000204-T01-IM3	2	4562350	99204200	453	0.0700978748622297
P-0000204-T01-IM3	2	99373700	113994141	111	0.517759400193893
P-0000204-T01-IM3	2	119592850	242801016	431	-0.336826165406697
P-0000204-T01-IM3	3	1449872	43176900	185	0.109799957324796
